NMAI ARK,NMAI Internal EMu ID,Term,Scope Note,Used for,Language Notes,Entire Tree,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7
http://n2t.net/ark:/65665/sz89aa73502-3fa2-4a2c-851e-f93ff1bf28ab,NMAICulture_1035,Ixtatán Chuj Maya,,,Language Family info:  Mayan/Kanjobalan-Chujean,Central America - Mesoamerica - Maya - Highland Maya - Chujean Maya - Ixtatán Chuj Maya,Central America,Mesoamerica,Maya,Highland Maya,Chujean Maya,Ixtatán Chuj Maya,
http://n2t.net/ark:/65665/sz8088531c6-6152-4018-8794-8e1b43975b16,NMAICulture_886,Tojolabal Maya [Chiapas],,Tojolbal; Chañabal; Comiteco,Language Family info:  Mayan/Kanjobalan-Chujean,Central America - Mesoamerica - Maya - Highland Maya - Chujean Maya - Tojolabal Maya [Chiapas],Central America,Mesoamerica,Maya,Highland Maya,Chujean Maya,Tojolabal Maya [Chiapas],
http://n2t.net/ark:/65665/sz8a3e98bd9-5b9a-46c4-be18-2655f1348c6f,NMAICulture_187,Chujean Maya,,,Language Family info:  Mayan/Kanjobalan-Chujean,Central America - Mesoamerica - Maya - Highland Maya - Chujean Maya,Central America,Mesoamerica,Maya,Highland Maya,Chujean Maya,,
http://n2t.net/ark:/65665/sz86a5bdd74-f360-44a6-a930-1f6b2f382e92,NMAICulture_272,Kaqchikel Maya (Cakchiquel),Specific communities can be delineated as separate terms as warranted,Cakchiquel; Cachiquel,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Kaqchikel Maya (Cakchiquel),Central America,Mesoamerica,Maya,Highland Maya,Kaqchikel Maya (Cakchiquel),,
http://n2t.net/ark:/65665/sz84dfa3741-8c10-4243-8be3-4927cd0c3354,NMAICulture_276,Kekchi Jacaltec,Problematic term: Kekchi/Q'eqchi' and Jacaltec/Jacateko are from very different language subfamilies,,Language Family info:   Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Kekchi Jacaltec,Central America,Mesoamerica,Maya,Highland Maya,Kekchi Jacaltec,,
http://n2t.net/ark:/65665/sz842c53499-ab1f-483f-9717-724dbfe26b18,NMAICulture_664,Ixil K'iche' Maya,,Ixil Quiche,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - K'iche' Maya (Quiché) - Ixil K'iche' Maya,Central America,Mesoamerica,Maya,Highland Maya,K'iche' Maya (Quiché),Ixil K'iche' Maya,
http://n2t.net/ark:/65665/sz8d0b31f7d-a752-40c6-bb06-82136768a47f,NMAICulture_409,K'iche' Maya (Quiché),Specific communities can be delineated as separate terms as warranted,Quiche,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - K'iche' Maya (Quiché),Central America,Mesoamerica,Maya,Highland Maya,K'iche' Maya (Quiché),,
http://n2t.net/ark:/65665/sz843ef63ac-c5f8-46bb-8708-002fb5c6fe93,NMAICulture_1242,Ladino Saltillo,"Problematic term: Ciudad Las Casas, or San Cristobal de las Casas as it is now called, seems to be a mixed Maya community.  Unclear where Ladino Saltillo comes from: In Chiapas, Ladino can mean non-Native or those of indigenous ancestry who deny it",,,Central America - Mesoamerica - Maya - Highland Maya - Ladino Saltillo,Central America,Mesoamerica,Maya,Highland Maya,Ladino Saltillo,,
http://n2t.net/ark:/65665/sz8b9066f1c-623c-4456-836e-0f8a4d5e5a0e,NMAICulture_868,Tapachula Maya,,,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Mam Maya - Tapachula Maya,Central America,Mesoamerica,Maya,Highland Maya,Mam Maya,Tapachula Maya,
http://n2t.net/ark:/65665/sz8e7f5c3b8-25a0-4c57-9e60-5eb4e1418e83,NMAICulture_306,Mam Maya,,Mame,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Mam Maya,Central America,Mesoamerica,Maya,Highland Maya,Mam Maya,,
http://n2t.net/ark:/65665/sz8b3d14603-40e9-4243-adff-b92dd5205802,NMAICulture_101,Pocomam Maya (Pokomam),,,Language Family info:   Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Pocomam Maya (Pokomam),Central America,Mesoamerica,Maya,Highland Maya,Pocomam Maya (Pokomam),,
http://n2t.net/ark:/65665/sz808b7f9a8-80d3-4ee6-8c7f-a7888eccd59f,NMAICulture_3015,Pokomchi (Pocomchi) Maya,,Poqomchi' Maya,Language Family info:   Mayan/Quichean-Mamean/Pocom,Central America - Mesoamerica - Maya - Highland Maya - Pokomchi (Pocomchi) Maya,Central America,Mesoamerica,Maya,Highland Maya,Pokomchi (Pocomchi) Maya,,
http://n2t.net/ark:/65665/sz868f7dd88-0d27-4348-95b7-45ca656ed022,NMAICulture_401,Q'eqchi Maya,,Qeqchi ; Q'eqch'i ;Kekchi,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Q'eqchi Maya,Central America,Mesoamerica,Maya,Highland Maya,Q'eqchi Maya,,
http://n2t.net/ark:/65665/sz8cb02308a-1346-42c7-8c52-f371f25ad4bb,NMAICulture_1248,Bachajón Tzeltal Maya,,Bachajon,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzeltal Maya - Bachajón Tzeltal Maya,Central America,Mesoamerica,Maya,Highland Maya,Tzeltal Maya,Bachajón Tzeltal Maya,
http://n2t.net/ark:/65665/sz837f009a8-f0e0-4020-a57e-cecb13e1d83b,NMAICulture_1249,Oxchuc Tzeltal Maya (Occucero),,Highland Tzeltal; Tenejapa; Chanal Cancuc Tenango,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzeltal Maya - Oxchuc Tzeltal Maya (Occucero),Central America,Mesoamerica,Maya,Highland Maya,Tzeltal Maya,Oxchuc Tzeltal Maya (Occucero),
http://n2t.net/ark:/65665/sz8b926a65e-344c-4324-8b06-3c5b0cc0cf5b,NMAICulture_474,Tzeltal Maya,,Tzental ; Tzletal,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzeltal Maya,Central America,Mesoamerica,Maya,Highland Maya,Tzeltal Maya,,
http://n2t.net/ark:/65665/sz87b186f8f-cfa5-4ed7-9c63-fe8ad7332ca9,NMAICulture_579,Chamula Maya,,,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzotzil Maya - Chamula Maya,Central America,Mesoamerica,Maya,Highland Maya,Tzotzil Maya,Chamula Maya,
http://n2t.net/ark:/65665/sz8e3b22da0-7591-4006-8d3b-50486cbd8e32,NMAICulture_587,Chenalhó Maya (Chemalho),,Chenalho; Chenaló,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzotzil Maya - Chenalhó Maya (Chemalho),Central America,Mesoamerica,Maya,Highland Maya,Tzotzil Maya,Chenalhó Maya (Chemalho),
http://n2t.net/ark:/65665/sz8a163df9f-af4e-4ee0-8ca4-07df133b4ecf,NMAICulture_653,Huixteco Maya [Chiapas],,,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzotzil Maya - Huixteco Maya [Chiapas],Central America,Mesoamerica,Maya,Highland Maya,Tzotzil Maya,Huixteco Maya [Chiapas],
http://n2t.net/ark:/65665/sz8b7f78cf7-cfbd-46f4-b457-2bc6ac5cdb33,NMAICulture_1280,Tzotzil Maya [Chiapa de Corzo] (Chiapense),"Chiapense seems to refer strictly to Chiapa de Corzo, which seems to be Tzotzil Maya",,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzotzil Maya - Tzotzil Maya [Chiapa de Corzo] (Chiapense),Central America,Mesoamerica,Maya,Highland Maya,Tzotzil Maya,Tzotzil Maya [Chiapa de Corzo] (Chiapense),
http://n2t.net/ark:/65665/sz865da43ea-fbb5-43f9-b066-e934a6655a01,NMAICulture_905,Venustiano Carranza Tzotzil Maya [San Bartolomé],,San Bartolomeco Indians,,Central America - Mesoamerica - Maya - Highland Maya - Tzotzil Maya - Venustiano Carranza Tzotzil Maya [San Bartolomé],Central America,Mesoamerica,Maya,Highland Maya,Tzotzil Maya,Venustiano Carranza Tzotzil Maya [San Bartolomé],
http://n2t.net/ark:/65665/sz8b03c952f-e139-4bd0-88f6-0673a0abb215,NMAICulture_475,Tzotzil Maya,,,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Highland Maya - Tzotzil Maya,Central America,Mesoamerica,Maya,Highland Maya,Tzotzil Maya,,
http://n2t.net/ark:/65665/sz883bec61e-1ced-4adb-8b3c-bc4babc17761,NMAICulture_476,Tz'utuhil Maya (Tzutuhil/Zutigil),,Tsutujil,Language Family info:  Mayan/Quichean-Mamean,Central America - Mesoamerica - Maya - Highland Maya - Tz'utuhil Maya (Tzutuhil/Zutigil),Central America,Mesoamerica,Maya,Highland Maya,Tz'utuhil Maya (Tzutuhil/Zutigil),,
http://n2t.net/ark:/65665/sz899b842d7-dac3-4779-bf8e-581417dc74e8,NMAICulture_40,Highland Maya,,,,Central America - Mesoamerica - Maya - Highland Maya,Central America,Mesoamerica,Maya,Highland Maya,,,
http://n2t.net/ark:/65665/sz8c2f4da33-a499-4e5e-848e-cee5bfe57259,NMAICulture_183,Chol Maya,,Ch'ol,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Lowland Maya - Chol Maya,Central America,Mesoamerica,Maya,Lowland Maya,Chol Maya,,
http://n2t.net/ark:/65665/sz8b8ac15a8-ad16-4f70-8c8d-977c2d3d39de,NMAICulture_705,Lowland Oaxaca Chontal,,,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Lowland Maya - Chontal (Chontol) - Lowland Oaxaca Chontal,Central America,Mesoamerica,Maya,Lowland Maya,Chontal (Chontol),Lowland Oaxaca Chontal,
http://n2t.net/ark:/65665/sz8d2f0ecba-fe5b-4b1e-8f98-1f69af07f83c,NMAICulture_859,Tabasco Chontal,,,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Lowland Maya - Chontal (Chontol) - Tabasco Chontal,Central America,Mesoamerica,Maya,Lowland Maya,Chontal (Chontol),Tabasco Chontal,
http://n2t.net/ark:/65665/sz83c6f2d17-bbe4-4f0d-b4ef-d956e7b401e6,NMAICulture_184,Chontal (Chontol),,,Language Family info:  Mayan/Cholan-Tzeltalan,Central America - Mesoamerica - Maya - Lowland Maya - Chontal (Chontol),Central America,Mesoamerica,Maya,Lowland Maya,Chontal (Chontol),,
http://n2t.net/ark:/65665/sz8c18fd105-ab30-456d-a174-37e1c35dc588,NMAICulture_3016,Mopan Maya,,,Language Family info:  Mayan/Yucatecan/Mopan-Itza,Central America - Mesoamerica - Maya - Lowland Maya - Mopan Maya,Central America,Mesoamerica,Maya,Lowland Maya,Mopan Maya,,
http://n2t.net/ark:/65665/sz867d45a1c-89dc-427a-8030-5175ff81400c,NMAICulture_580,Chan Santa Cruz Maya,Objects identified as Santa Cruz Nahua: need checking/fixing,Santa Cruz Maya ; Chan Santa Cruz Nahua,Language Family info:  Mayan/Yucatecan,Central America - Mesoamerica - Maya - Lowland Maya - Yucatec (Yacatec) Maya - Chan Santa Cruz Maya,Central America,Mesoamerica,Maya,Lowland Maya,Yucatec (Yacatec) Maya,Chan Santa Cruz Maya,
http://n2t.net/ark:/65665/sz84a255c2a-e797-4523-8dea-df99d1699b7f,NMAICulture_694,Lacandon Maya,,Lacanjá; Najá; Lancandon,Language Family info:  Mayan/Yucatecan,Central America - Mesoamerica - Maya - Lowland Maya - Yucatec (Yacatec) Maya - Lacandon Maya,Central America,Mesoamerica,Maya,Lowland Maya,Yucatec (Yacatec) Maya,Lacandon Maya,
http://n2t.net/ark:/65665/sz8b6eb67e6-6f9f-423a-a364-5bf14c1e43c5,NMAICulture_2872,Yucatán Maya,,,Language Family info:  Mayan/Yucatecan,Central America - Mesoamerica - Maya - Lowland Maya - Yucatec (Yacatec) Maya - Yucatán Maya,Central America,Mesoamerica,Maya,Lowland Maya,Yucatec (Yacatec) Maya,Yucatán Maya,
http://n2t.net/ark:/65665/sz801623028-8a1b-4c12-8986-c8fdfad46feb,NMAICulture_517,Yucatec (Yacatec) Maya,,,Language Family info:  Mayan/Yucatecan,Central America - Mesoamerica - Maya - Lowland Maya - Yucatec (Yacatec) Maya,Central America,Mesoamerica,Maya,Lowland Maya,Yucatec (Yacatec) Maya,,
http://n2t.net/ark:/65665/sz8e2dbee7f-a5b1-4940-b79c-08633ba0011b,NMAICulture_41,Lowland Maya,,,,Central America - Mesoamerica - Maya - Lowland Maya,Central America,Mesoamerica,Maya,Lowland Maya,,,
http://n2t.net/ark:/65665/sz8d50445f1-9b59-47bd-a09d-af90223767e3,NMAICulture_2625,Classic period Maya (archaeological culture),,,,Central America - Mesoamerica - Maya - Maya (archaeological culture) - Classic period Maya (archaeological culture),Central America,Mesoamerica,Maya,Maya (archaeological culture),Classic period Maya (archaeological culture),,
http://n2t.net/ark:/65665/sz830e3a777-8399-41b8-a2ca-58282091d68e,NMAICulture_2662,Post-Classic period Maya (archaeological culture),,,,Central America - Mesoamerica - Maya - Maya (archaeological culture) - Post-Classic period Maya (archaeological culture),Central America,Mesoamerica,Maya,Maya (archaeological culture),Post-Classic period Maya (archaeological culture),,
http://n2t.net/ark:/65665/sz855ba7103-8854-4566-8971-fe55f5b3b8ab,NMAICulture_2661,Pre-Classic Period Maya (archaeological culture),,,,Central America - Mesoamerica - Maya - Maya (archaeological culture) - Pre-Classic Period Maya (archaeological culture),Central America,Mesoamerica,Maya,Maya (archaeological culture),Pre-Classic Period Maya (archaeological culture),,
http://n2t.net/ark:/65665/sz8a8f5b635-d4cd-4789-b66f-d7d14400e7d8,NMAICulture_2624,Maya (archaeological culture),,,,Central America - Mesoamerica - Maya - Maya (archaeological culture),Central America,Mesoamerica,Maya,Maya (archaeological culture),,,
http://n2t.net/ark:/65665/sz8438b4d7e-57f5-4f92-99e6-95de6e22181c,NMAICulture_2658,Olmec (archaeological culture),,,,Central America - Mesoamerica - Maya - Olmec (archaeological culture),Central America,Mesoamerica,Maya,Olmec (archaeological culture),,,
http://n2t.net/ark:/65665/sz830a69569-5db8-422e-ae20-80afa582f0fe,NMAICulture_2835,Chiapas Tradition (archaeological culture),,,,Central America - Mesoamerica - Maya - Veracruz/Gulf Coast (archaeological culture) - Chiapas Tradition (archaeological culture),Central America,Mesoamerica,Maya,Veracruz/Gulf Coast (archaeological culture),Chiapas Tradition (archaeological culture),,
http://n2t.net/ark:/65665/sz8b4d1bd01-8823-45df-b8ce-236887ac67ef,NMAICulture_2629,Classic period Veracruz/Gulf Coast: Remojadas (archaeological culture),,,,Central America - Mesoamerica - Maya - Veracruz/Gulf Coast (archaeological culture) - Classic period Veracruz/Gulf Coast (archaeological culture) - Classic period Veracruz/Gulf Coast: Remojadas (archaeological culture),Central America,Mesoamerica,Maya,Veracruz/Gulf Coast (archaeological culture),Classic period Veracruz/Gulf Coast (archaeological culture),Classic period Veracruz/Gulf Coast: Remojadas (archaeological culture),
http://n2t.net/ark:/65665/sz8204c59e7-d7a5-4e8e-bd2f-20ea6b6df364,NMAICulture_2628,Classic period Veracruz/Gulf Coast (archaeological culture),,,,Central America - Mesoamerica - Maya - Veracruz/Gulf Coast (archaeological culture) - Classic period Veracruz/Gulf Coast (archaeological culture),Central America,Mesoamerica,Maya,Veracruz/Gulf Coast (archaeological culture),Classic period Veracruz/Gulf Coast (archaeological culture),,
http://n2t.net/ark:/65665/sz8bdb2e26d-269c-495b-84e1-a7520e426f6a,NMAICulture_2827,Epi-Olmec (archaeological culture),,,,Central America - Mesoamerica - Maya - Veracruz/Gulf Coast (archaeological culture) - Epi-Olmec (archaeological culture),Central America,Mesoamerica,Maya,Veracruz/Gulf Coast (archaeological culture),Epi-Olmec (archaeological culture),,
http://n2t.net/ark:/65665/sz8e3c9183e-f302-43b4-9be5-eb41bea581c3,NMAICulture_2660,Post-Classic period Veracruz/Gulf Coast (archaeological culture),,,,Central America - Mesoamerica - Maya - Veracruz/Gulf Coast (archaeological culture) - Post-Classic period Veracruz/Gulf Coast (archaeological culture),Central America,Mesoamerica,Maya,Veracruz/Gulf Coast (archaeological culture),Post-Classic period Veracruz/Gulf Coast (archaeological culture),,
http://n2t.net/ark:/65665/sz84597f643-375e-4e8c-9518-6aba01578c31,NMAICulture_11,Maya,,,Language Family info:  Mayan,Central America - Mesoamerica - Maya,Central America,Mesoamerica,Maya,,,,
http://n2t.net/ark:/65665/sz86ba95ab8-a4c9-435a-9c41-3f26d9f95630,NMAICulture_2742,Mesoamerican (archaeological culture),,,,Central America - Mesoamerica - Mesoamerican (archaeological culture),Central America,Mesoamerica,Mesoamerican (archaeological culture),,,,
http://n2t.net/ark:/65665/sz838012f32-f389-4e6f-82f7-cfeae5b6ef82,NMAICulture_3034,Mesoamerican: Plumbate style (archaeological culture),,,,Central America - Mesoamerica - Mesoamerican: Plumbate style (archaeological culture),Central America,Mesoamerica,Mesoamerican: Plumbate style (archaeological culture),,,,
http://n2t.net/ark:/65665/sz8f839d927-d7d2-4ffb-9eef-9aff5c4454c5,NMAICulture_3035,Mesoamerican: Usulután style (archaeological culture),,,,Central America - Mesoamerica - Mesoamerican: Usulután style (archaeological culture),Central America,Mesoamerica,Mesoamerican: Usulután style (archaeological culture),,,,
http://n2t.net/ark:/65665/sz830ff8517-0106-4e70-bb87-1e12a669dec5,NMAICulture_1261,Amuzgo (Amusgo),,Amusgo,,Central America - Mesoamerica - Northern Mesoamerica - Amuzgo (Amusgo),Central America,Mesoamerica,Northern Mesoamerica,Amuzgo (Amusgo),,,
http://n2t.net/ark:/65665/sz880b8e9c2-af5b-48b0-b04d-2f8b3d4234b7,NMAICulture_2681,Aztec (archaeological culture),,,,Central America - Mesoamerica - Northern Mesoamerica - Central Mexico/Valley of Mexico (archaeological culture) - Aztec (archaeological culture),Central America,Mesoamerica,Northern Mesoamerica,Central Mexico/Valley of Mexico (archaeological culture),Aztec (archaeological culture),,
http://n2t.net/ark:/65665/sz8794c3d9a-bcbb-4210-8c70-753478f494ec,NMAICulture_2678,Cholula (archaeological culture),,,,Central America - Mesoamerica - Northern Mesoamerica - Central Mexico/Valley of Mexico (archaeological culture) - Cholula (archaeological culture),Central America,Mesoamerica,Northern Mesoamerica,Central Mexico/Valley of Mexico (archaeological culture),Cholula (archaeological culture),,
http://n2t.net/ark:/65665/sz84262ce0d-a3ff-44fb-aa6c-5604e38f5151,NMAICulture_2863,Cuicuilco (archaeological culture),,,,Central America - Mesoamerica - Northern Mesoamerica - Central Mexico/Valley of Mexico (archaeological culture) - Cuicuilco (archaeological culture),Central America,Mesoamerica,Northern Mesoamerica,Central Mexico/Valley of Mexico (archaeological culture),Cuicuilco (archaeological culture),,
http://n2t.net/ark:/65665/sz85d530137-0533-449a-b93c-44e774a614b3,NMAICulture_3304,Mexica (archaeological culture),,,,Central America - Mesoamerica - Northern Mesoamerica - Central Mexico/Valley of Mexico (archaeological culture) - Mexica (archaeological culture),Central America,Mesoamerica,Northern Mesoamerica,Central Mexico/Valley of Mexico (archaeological culture),Mexica (archaeological culture),,
http://n2t.net/ark:/65665/sz896f74b1d-26a3-4a1f-8b73-c3c50d8df5f6,NMAICulture_2679,Mixteca (Mixtec) (archaeological culture),,,,Central America - Mesoamerica - Northern Mesoamerica - Central Mexico/Valley of Mexico (archaeological culture) - Mixteca (Mixtec) (archaeological culture),Central America,Mesoamerica,Northern Mesoamerica,Central Mexico/Valley of Mexico (archaeological culture),Mixteca (Mixtec) (archaeological culture),,
